Time (CET),Day-ahead Total Load Forecast [MW] - Netherlands (NL),Actual Total Load [MW] - Netherlands (NL)
01.12.2018 14:30 - 01.12.2018 14:45,14629,14205
01.12.2018 14:45 - 01.12.2018 15:00,14657,14241
01.12.2018 15:00 - 01.12.2018 15:15,14712,14227
01.12.2018 15:15 - 01.12.2018 15:30,14773,14232
01.12.2018 15:30 - 01.12.2018 15:45,14897,14281
01.12.2018 15:45 - 01.12.2018 16:00,15018,14329
01.12.2018 16:00 - 01.12.2018 16:15,15073,14378
01.12.2018 16:15 - 01.12.2018 16:30,15130,14598
01.12.2018 16:30 - 01.12.2018 16:45,15302,14938
01.12.2018 16:45 - 01.12.2018 17:00,15545,15360
01.12.2018 17:00 - 01.12.2018 17:15,15688,15422
01.12.2018 17:15 - 01.12.2018 17:30,15609,15496
01.12.2018 17:30 - 01.12.2018 17:45,15783,15569
01.12.2018 17:45 - 01.12.2018 18:00,15800,15521
01.12.2018 18:00 - 01.12.2018 18:15,15507,15142
01.12.2018 18:15 - 01.12.2018 18:30,14903,15006
01.12.2018 18:30 - 01.12.2018 18:45,14660,14800
01.12.2018 18:45 - 01.12.2018 19:00,14481,14699
01.12.2018 19:00 - 01.12.2018 19:15,14412,14525
01.12.2018 19:15 - 01.12.2018 19:30,14366,14376
01.12.2018 19:30 - 01.12.2018 19:45,14276,14261
01.12.2018 19:45 - 01.12.2018 20:00,14176,14146
01.12.2018 20:00 - 01.12.2018 20:15,14133,13943
01.12.2018 20:15 - 01.12.2018 20:30,14047,13791
01.12.2018 20:30 - 01.12.2018 20:45,13913,13608
01.12.2018 20:45 - 01.12.2018 21:00,13722,13429
01.12.2018 21:00 - 01.12.2018 21:15,13562,13221
01.12.2018 21:15 - 01.12.2018 21:30,13445,13083
01.12.2018 21:30 - 01.12.2018 21:45,13278,12908
01.12.2018 21:45 - 01.12.2018 22:00,13057,12775
01.12.2018 22:00 - 01.12.2018 22:15,12856,12574
01.12.2018 22:15 - 01.12.2018 22:30,12677,12405
01.12.2018 22:30 - 01.12.2018 22:45,12481,12239
01.12.2018 22:45 - 01.12.2018 23:00,12248,12087
01.12.2018 23:00 - 01.12.2018 23:15,12074,11913
01.12.2018 23:15 - 01.12.2018 23:30,11952,11765
01.12.2018 23:30 - 01.12.2018 23:45,11738,11567
01.12.2018 23:45 - 02.12.2018 00:00,11476,11379
02.12.2018 00:00 - 02.12.2018 00:15,11339,11294
02.12.2018 00:15 - 02.12.2018 00:30,11274,11198
02.12.2018 00:30 - 02.12.2018 00:45,11159,11109
02.12.2018 00:45 - 02.12.2018 01:00,11068,10938
02.12.2018 01:00 - 02.12.2018 01:15,10929,10877
02.12.2018 01:15 - 02.12.2018 01:30,10882,10795
02.12.2018 01:30 - 02.12.2018 01:45,10816,10647
02.12.2018 01:45 - 02.12.2018 02:00,10680,10536
02.12.2018 02:00 - 02.12.2018 02:15,10564,10495
02.12.2018 02:15 - 02.12.2018 02:30,10520,10402
02.12.2018 02:30 - 02.12.2018 02:45,10448,10330
02.12.2018 02:45 - 02.12.2018 03:00,10359,10261
02.12.2018 03:00 - 02.12.2018 03:15,10318,10217
02.12.2018 03:15 - 02.12.2018 03:30,10349,10216
02.12.2018 03:30 - 02.12.2018 03:45,10333,10161
02.12.2018 03:45 - 02.12.2018 04:00,10281,10137
02.12.2018 04:00 - 02.12.2018 04:15,10263,10135
02.12.2018 04:15 - 02.12.2018 04:30,10284,10125
02.12.2018 04:30 - 02.12.2018 04:45,10307,10134
02.12.2018 04:45 - 02.12.2018 05:00,10307,10183
02.12.2018 05:00 - 02.12.2018 05:15,10310,10227
02.12.2018 05:15 - 02.12.2018 05:30,10349,10247
02.12.2018 05:30 - 02.12.2018 05:45,10416,10262
02.12.2018 05:45 - 02.12.2018 06:00,10499,10313
02.12.2018 06:00 - 02.12.2018 06:15,10600,10459
02.12.2018 06:15 - 02.12.2018 06:30,10712,10549
02.12.2018 06:30 - 02.12.2018 06:45,10831,10636
02.12.2018 06:45 - 02.12.2018 07:00,10952,10766
02.12.2018 07:00 - 02.12.2018 07:15,11072,10944
02.12.2018 07:15 - 02.12.2018 07:30,11276,11123
02.12.2018 07:30 - 02.12.2018 07:45,11504,11320
02.12.2018 07:45 - 02.12.2018 08:00,11683,11528
02.12.2018 08:00 - 02.12.2018 08:15,11833,11765
02.12.2018 08:15 - 02.12.2018 08:30,12028,11947
02.12.2018 08:30 - 02.12.2018 08:45,12226,12088
02.12.2018 08:45 - 02.12.2018 09:00,12411,12325
02.12.2018 09:00 - 02.12.2018 09:15,12536,12636
02.12.2018 09:15 - 02.12.2018 09:30,12630,12859
02.12.2018 09:30 - 02.12.2018 09:45,12684,13067
02.12.2018 09:45 - 02.12.2018 10:00,12755,13176
02.12.2018 10:00 - 02.12.2018 10:15,12818,13217
02.12.2018 10:15 - 02.12.2018 10:30,12888,13386
02.12.2018 10:30 - 02.12.2018 10:45,12908,13530
02.12.2018 10:45 - 02.12.2018 11:00,12919,13653
02.12.2018 11:00 - 02.12.2018 11:15,12906,13745
02.12.2018 11:15 - 02.12.2018 11:30,12950,13785
02.12.2018 11:30 - 02.12.2018 11:45,13018,13846
02.12.2018 11:45 - 02.12.2018 12:00,13119,13927
02.12.2018 12:00 - 02.12.2018 12:15,13211,13977
02.12.2018 12:15 - 02.12.2018 12:30,13272,13799
02.12.2018 12:30 - 02.12.2018 12:45,13280,13849
02.12.2018 12:45 - 02.12.2018 13:00,13234,13873
02.12.2018 13:00 - 02.12.2018 13:15,13219,13780
02.12.2018 13:15 - 02.12.2018 13:30,13209,13853
02.12.2018 13:30 - 02.12.2018 13:45,13186,13808
02.12.2018 13:45 - 02.12.2018 14:00,13161,13780
02.12.2018 14:00 - 02.12.2018 14:15,13173,13785
02.12.2018 14:15 - 02.12.2018 14:30,13206,13771
02.12.2018 14:30 - 02.12.2018 14:45,13265,13750
02.12.2018 14:45 - 02.12.2018 15:00,13350,13894
02.12.2018 15:00 - 02.12.2018 15:15,13474,13788
02.12.2018 15:15 - 02.12.2018 15:30,13595,13810
02.12.2018 15:30 - 02.12.2018 15:45,13721,13800
02.12.2018 15:45 - 02.12.2018 16:00,13826,13759
02.12.2018 16:00 - 02.12.2018 16:15,13861,13783
02.12.2018 16:15 - 02.12.2018 16:30,13912,13992
02.12.2018 16:30 - 02.12.2018 16:45,14189,14314
02.12.2018 16:45 - 02.12.2018 17:00,14516,14826
02.12.2018 17:00 - 02.12.2018 17:15,14735,14959
02.12.2018 17:15 - 02.12.2018 17:30,14821,15123
02.12.2018 17:30 - 02.12.2018 17:45,15072,15252
02.12.2018 17:45 - 02.12.2018 18:00,15115,15274
02.12.2018 18:00 - 02.12.2018 18:15,14885,14957
02.12.2018 18:15 - 02.12.2018 18:30,14354,14792
02.12.2018 18:30 - 02.12.2018 18:45,14123,14706
02.12.2018 18:45 - 02.12.2018 19:00,14023,14642
02.12.2018 19:00 - 02.12.2018 19:15,14009,14518
02.12.2018 19:15 - 02.12.2018 19:30,14035,14371
02.12.2018 19:30 - 02.12.2018 19:45,13988,14288
02.12.2018 19:45 - 02.12.2018 20:00,13912,14271
02.12.2018 20:00 - 02.12.2018 20:15,13879,14132
02.12.2018 20:15 - 02.12.2018 20:30,13831,13925
02.12.2018 20:30 - 02.12.2018 20:45,13651,13611
02.12.2018 20:45 - 02.12.2018 21:00,13406,13394
02.12.2018 21:00 - 02.12.2018 21:15,13272,13282
02.12.2018 21:15 - 02.12.2018 21:30,13173,13216
02.12.2018 21:30 - 02.12.2018 21:45,13003,13079
02.12.2018 21:45 - 02.12.2018 22:00,12734,12929
02.12.2018 22:00 - 02.12.2018 22:15,12568,12706
02.12.2018 22:15 - 02.12.2018 22:30,12371,12529
02.12.2018 22:30 - 02.12.2018 22:45,12131,12333
02.12.2018 22:45 - 02.12.2018 23:00,11899,12125
02.12.2018 23:00 - 02.12.2018 23:15,11700,11937
02.12.2018 23:15 - 02.12.2018 23:30,11561,11729
02.12.2018 23:30 - 02.12.2018 23:45,11390,11518
02.12.2018 23:45 - 03.12.2018 00:00,11157,11287
03.12.2018 00:00 - 03.12.2018 00:15,11067,11198
03.12.2018 00:15 - 03.12.2018 00:30,11096,11056
03.12.2018 00:30 - 03.12.2018 00:45,10996,10974
03.12.2018 00:45 - 03.12.2018 01:00,10908,10857
03.12.2018 01:00 - 03.12.2018 01:15,10805,10803
03.12.2018 01:15 - 03.12.2018 01:30,10745,10771
03.12.2018 01:30 - 03.12.2018 01:45,10695,10657
03.12.2018 01:45 - 03.12.2018 02:00,10626,10638
03.12.2018 02:00 - 03.12.2018 02:15,10583,10570
03.12.2018 02:15 - 03.12.2018 02:30,10607,10559
03.12.2018 02:30 - 03.12.2018 02:45,10573,10498
03.12.2018 02:45 - 03.12.2018 03:00,10538,10516
03.12.2018 03:00 - 03.12.2018 03:15,10520,10488
03.12.2018 03:15 - 03.12.2018 03:30,10526,10537
03.12.2018 03:30 - 03.12.2018 03:45,10533,10541
03.12.2018 03:45 - 03.12.2018 04:00,10535,10541
03.12.2018 04:00 - 03.12.2018 04:15,10575,10574
03.12.2018 04:15 - 03.12.2018 04:30,10678,10590
03.12.2018 04:30 - 03.12.2018 04:45,10791,10685
03.12.2018 04:45 - 03.12.2018 05:00,10848,10771
03.12.2018 05:00 - 03.12.2018 05:15,10968,10950
03.12.2018 05:15 - 03.12.2018 05:30,11189,11110
03.12.2018 05:30 - 03.12.2018 05:45,11510,11354
03.12.2018 05:45 - 03.12.2018 06:00,11786,11624
03.12.2018 06:00 - 03.12.2018 06:15,12198,12135
03.12.2018 06:15 - 03.12.2018 06:30,12823,12606
03.12.2018 06:30 - 03.12.2018 06:45,13417,13020
03.12.2018 06:45 - 03.12.2018 07:00,14019,13559
03.12.2018 07:00 - 03.12.2018 07:15,14683,14285
03.12.2018 07:15 - 03.12.2018 07:30,15480,14874
03.12.2018 07:30 - 03.12.2018 07:45,16212,15379
03.12.2018 07:45 - 03.12.2018 08:00,16774,15874
03.12.2018 08:00 - 03.12.2018 08:15,17166,16259
03.12.2018 08:15 - 03.12.2018 08:30,17488,16308
03.12.2018 08:30 - 03.12.2018 08:45,17733,16442
03.12.2018 08:45 - 03.12.2018 09:00,17856,16592
03.12.2018 09:00 - 03.12.2018 09:15,17918,16657
03.12.2018 09:15 - 03.12.2018 09:30,18291,16687
03.12.2018 09:30 - 03.12.2018 09:45,18373,16696
03.12.2018 09:45 - 03.12.2018 10:00,18373,16705
03.12.2018 10:00 - 03.12.2018 10:15,18361,16636
03.12.2018 10:15 - 03.12.2018 10:30,18306,16539
03.12.2018 10:30 - 03.12.2018 10:45,18175,16493
03.12.2018 10:45 - 03.12.2018 11:00,18054,16401
03.12.2018 11:00 - 03.12.2018 11:15,17984,16399
03.12.2018 11:15 - 03.12.2018 11:30,18004,16398
03.12.2018 11:30 - 03.12.2018 11:45,18003,16410
03.12.2018 11:45 - 03.12.2018 12:00,18023,16496
03.12.2018 12:00 - 03.12.2018 12:15,17976,16487
03.12.2018 12:15 - 03.12.2018 12:30,17958,16476
03.12.2018 12:30 - 03.12.2018 12:45,17981,16368
03.12.2018 12:45 - 03.12.2018 13:00,17957,16363
03.12.2018 13:00 - 03.12.2018 13:15,18004,16513
03.12.2018 13:15 - 03.12.2018 13:30,18096,16617
03.12.2018 13:30 - 03.12.2018 13:45,18098,16676
03.12.2018 13:45 - 03.12.2018 14:00,18074,16655
03.12.2018 14:00 - 03.12.2018 14:15,18066,16590
03.12.2018 14:15 - 03.12.2018 14:30,18064,16652
03.12.2018 14:30 - 03.12.2018 14:45,18078,16663
03.12.2018 14:45 - 03.12.2018 15:00,18108,16672
03.12.2018 15:00 - 03.12.2018 15:15,18096,16721
03.12.2018 15:15 - 03.12.2018 15:30,17868,16795
03.12.2018 15:30 - 03.12.2018 15:45,17711,16937
03.12.2018 15:45 - 03.12.2018 16:00,18186,17016
03.12.2018 16:00 - 03.12.2018 16:15,18212,16959
03.12.2018 16:15 - 03.12.2018 16:30,18242,17169
03.12.2018 16:30 - 03.12.2018 16:45,18357,17433
03.12.2018 16:45 - 03.12.2018 17:00,18559,17776
03.12.2018 17:00 - 03.12.2018 17:15,18636,17847
03.12.2018 17:15 - 03.12.2018 17:30,18518,17947
03.12.2018 17:30 - 03.12.2018 17:45,18629,17957
03.12.2018 17:45 - 03.12.2018 18:00,18531,17860
03.12.2018 18:00 - 03.12.2018 18:15,18157,17302
03.12.2018 18:15 - 03.12.2018 18:30,17504,17067
03.12.2018 18:30 - 03.12.2018 18:45,17263,16934
03.12.2018 18:45 - 03.12.2018 19:00,17133,16824
03.12.2018 19:00 - 03.12.2018 19:15,17079,16609
03.12.2018 19:15 - 03.12.2018 19:30,16984,16503
03.12.2018 19:30 - 03.12.2018 19:45,16839,16314
03.12.2018 19:45 - 03.12.2018 20:00,16672,16145
03.12.2018 20:00 - 03.12.2018 20:15,16495,15927
03.12.2018 20:15 - 03.12.2018 20:30,16229,15673
03.12.2018 20:30 - 03.12.2018 20:45,15981,15418
03.12.2018 20:45 - 03.12.2018 21:00,15680,15207
03.12.2018 21:00 - 03.12.2018 21:15,15416,14977
03.12.2018 21:15 - 03.12.2018 21:30,15152,14732
03.12.2018 21:30 - 03.12.2018 21:45,14817,14472
03.12.2018 21:45 - 03.12.2018 22:00,14511,14172
03.12.2018 22:00 - 03.12.2018 22:15,14243,13870
03.12.2018 22:15 - 03.12.2018 22:30,13939,13633
03.12.2018 22:30 - 03.12.2018 22:45,13606,13386
03.12.2018 22:45 - 03.12.2018 23:00,13300,13091
03.12.2018 23:00 - 03.12.2018 23:15,13057,12946
03.12.2018 23:15 - 03.12.2018 23:30,12880,12744
03.12.2018 23:30 - 03.12.2018 23:45,12566,12477
03.12.2018 23:45 - 04.12.2018 00:00,12272,12213
04.12.2018 00:00 - 04.12.2018 00:15,11916,12051
04.12.2018 00:15 - 04.12.2018 00:30,11862,12012
04.12.2018 00:30 - 04.12.2018 00:45,11753,11844
04.12.2018 00:45 - 04.12.2018 01:00,11600,11663
04.12.2018 01:00 - 04.12.2018 01:15,11438,11634
04.12.2018 01:15 - 04.12.2018 01:30,11312,11528
04.12.2018 01:30 - 04.12.2018 01:45,11194,11456
04.12.2018 01:45 - 04.12.2018 02:00,11100,11366
04.12.2018 02:00 - 04.12.2018 02:15,11038,11282
04.12.2018 02:15 - 04.12.2018 02:30,11005,11233
04.12.2018 02:30 - 04.12.2018 02:45,10979,11204
04.12.2018 02:45 - 04.12.2018 03:00,10957,11186
04.12.2018 03:00 - 04.12.2018 03:15,10935,11143
04.12.2018 03:15 - 04.12.2018 03:30,10928,11129
04.12.2018 03:30 - 04.12.2018 03:45,10902,11076
04.12.2018 03:45 - 04.12.2018 04:00,10886,11086
04.12.2018 04:00 - 04.12.2018 04:15,10879,11112
04.12.2018 04:15 - 04.12.2018 04:30,10912,11156
04.12.2018 04:30 - 04.12.2018 04:45,10974,11217
04.12.2018 04:45 - 04.12.2018 05:00,11028,11299
04.12.2018 05:00 - 04.12.2018 05:15,11144,11487
04.12.2018 05:15 - 04.12.2018 05:30,11333,11691
04.12.2018 05:30 - 04.12.2018 05:45,11579,11918
04.12.2018 05:45 - 04.12.2018 06:00,11860,12189
04.12.2018 06:00 - 04.12.2018 06:15,12295,12733
04.12.2018 06:15 - 04.12.2018 06:30,12861,13158
04.12.2018 06:30 - 04.12.2018 06:45,13388,13561
04.12.2018 06:45 - 04.12.2018 07:00,13907,14091
04.12.2018 07:00 - 04.12.2018 07:15,14585,14794
04.12.2018 07:15 - 04.12.2018 07:30,15309,15422
04.12.2018 07:30 - 04.12.2018 07:45,15936,16004
04.12.2018 07:45 - 04.12.2018 08:00,16376,16424
04.12.2018 08:00 - 04.12.2018 08:15,16754,16694
04.12.2018 08:15 - 04.12.2018 08:30,17009,16704
04.12.2018 08:30 - 04.12.2018 08:45,17200,16843
04.12.2018 08:45 - 04.12.2018 09:00,17433,16954
04.12.2018 09:00 - 04.12.2018 09:15,17619,16913
04.12.2018 09:15 - 04.12.2018 09:30,17721,16894
04.12.2018 09:30 - 04.12.2018 09:45,17753,16819
04.12.2018 09:45 - 04.12.2018 10:00,17752,16734
04.12.2018 10:00 - 04.12.2018 10:15,17743,16670
04.12.2018 10:15 - 04.12.2018 10:30,17698,16541
04.12.2018 10:30 - 04.12.2018 10:45,17632,16451
04.12.2018 10:45 - 04.12.2018 11:00,17574,16345
04.12.2018 11:00 - 04.12.2018 11:15,17502,16255
04.12.2018 11:15 - 04.12.2018 11:30,17435,16183
04.12.2018 11:30 - 04.12.2018 11:45,17366,16071
04.12.2018 11:45 - 04.12.2018 12:00,17360,15967
04.12.2018 12:00 - 04.12.2018 12:15,17295,15889
04.12.2018 12:15 - 04.12.2018 12:30,17196,15742
04.12.2018 12:30 - 04.12.2018 12:45,17078,15603
04.12.2018 12:45 - 04.12.2018 13:00,17037,15595
04.12.2018 13:00 - 04.12.2018 13:15,17144,15728
04.12.2018 13:15 - 04.12.2018 13:30,17292,15854
04.12.2018 13:30 - 04.12.2018 13:45,17361,15829
04.12.2018 13:45 - 04.12.2018 14:00,17371,15850
04.12.2018 14:00 - 04.12.2018 14:15,17344,15953
04.12.2018 14:15 - 04.12.2018 14:30,17252,16075
04.12.2018 14:30 - 04.12.2018 14:45,17230,16189
04.12.2018 14:45 - 04.12.2018 15:00,17420,16345
04.12.2018 15:00 - 04.12.2018 15:15,17452,16452
04.12.2018 15:15 - 04.12.2018 15:30,17499,16564
04.12.2018 15:30 - 04.12.2018 15:45,17582,16730
04.12.2018 15:45 - 04.12.2018 16:00,17662,16861
04.12.2018 16:00 - 04.12.2018 16:15,17675,16818
04.12.2018 16:15 - 04.12.2018 16:30,17707,17003
04.12.2018 16:30 - 04.12.2018 16:45,17873,17308
04.12.2018 16:45 - 04.12.2018 17:00,18129,17802
04.12.2018 17:00 - 04.12.2018 17:15,18259,17874
04.12.2018 17:15 - 04.12.2018 17:30,18268,18053
04.12.2018 17:30 - 04.12.2018 17:45,18303,18093
04.12.2018 17:45 - 04.12.2018 18:00,18197,18017
04.12.2018 18:00 - 04.12.2018 18:15,17738,17533
04.12.2018 18:15 - 04.12.2018 18:30,17227,17311
04.12.2018 18:30 - 04.12.2018 18:45,17017,17186
04.12.2018 18:45 - 04.12.2018 19:00,16900,17133
04.12.2018 19:00 - 04.12.2018 19:15,16758,16960
04.12.2018 19:15 - 04.12.2018 19:30,16615,16844
04.12.2018 19:30 - 04.12.2018 19:45,16439,16695
04.12.2018 19:45 - 04.12.2018 20:00,16315,16575
04.12.2018 20:00 - 04.12.2018 20:15,16079,16311
04.12.2018 20:15 - 04.12.2018 20:30,15830,16108
04.12.2018 20:30 - 04.12.2018 20:45,15593,15848
04.12.2018 20:45 - 04.12.2018 21:00,15339,15638
04.12.2018 21:00 - 04.12.2018 21:15,15061,15315
04.12.2018 21:15 - 04.12.2018 21:30,14801,15100
04.12.2018 21:30 - 04.12.2018 21:45,14542,14830
04.12.2018 21:45 - 04.12.2018 22:00,14251,14591
04.12.2018 22:00 - 04.12.2018 22:15,13953,14222
04.12.2018 22:15 - 04.12.2018 22:30,13677,13977
04.12.2018 22:30 - 04.12.2018 22:45,13381,13682
04.12.2018 22:45 - 04.12.2018 23:00,13051,13206
04.12.2018 23:00 - 04.12.2018 23:15,12800,12958
04.12.2018 23:15 - 04.12.2018 23:30,12537,12784
04.12.2018 23:30 - 04.12.2018 23:45,12255,12661
04.12.2018 23:45 - 05.12.2018 00:00,12027,12424
05.12.2018 00:00 - 05.12.2018 00:15,11848,12326
05.12.2018 00:15 - 05.12.2018 00:30,11761,12160
05.12.2018 00:30 - 05.12.2018 00:45,11628,12037
05.12.2018 00:45 - 05.12.2018 01:00,11485,11915
05.12.2018 01:00 - 05.12.2018 01:15,11357,11800
05.12.2018 01:15 - 05.12.2018 01:30,11232,11784
05.12.2018 01:30 - 05.12.2018 01:45,11092,11676
05.12.2018 01:45 - 05.12.2018 02:00,10995,11551
05.12.2018 02:00 - 05.12.2018 02:15,10910,11553
05.12.2018 02:15 - 05.12.2018 02:30,10861,11438
05.12.2018 02:30 - 05.12.2018 02:45,10821,11392
05.12.2018 02:45 - 05.12.2018 03:00,10804,11343
05.12.2018 03:00 - 05.12.2018 03:15,10795,11325
05.12.2018 03:15 - 05.12.2018 03:30,10788,11327
05.12.2018 03:30 - 05.12.2018 03:45,10766,11379
05.12.2018 03:45 - 05.12.2018 04:00,10758,11411
05.12.2018 04:00 - 05.12.2018 04:15,10823,11435
05.12.2018 04:15 - 05.12.2018 04:30,10914,11464
05.12.2018 04:30 - 05.12.2018 04:45,10991,11508
05.12.2018 04:45 - 05.12.2018 05:00,11064,11587
05.12.2018 05:00 - 05.12.2018 05:15,11198,11727
05.12.2018 05:15 - 05.12.2018 05:30,11404,11908
05.12.2018 05:30 - 05.12.2018 05:45,11641,12147
05.12.2018 05:45 - 05.12.2018 06:00,11908,12410
05.12.2018 06:00 - 05.12.2018 06:15,12326,12857
05.12.2018 06:15 - 05.12.2018 06:30,12911,13353
05.12.2018 06:30 - 05.12.2018 06:45,13518,13821
05.12.2018 06:45 - 05.12.2018 07:00,14031,14291
05.12.2018 07:00 - 05.12.2018 07:15,14672,14991
05.12.2018 07:15 - 05.12.2018 07:30,15434,15584
05.12.2018 07:30 - 05.12.2018 07:45,16019,16196
05.12.2018 07:45 - 05.12.2018 08:00,16369,16714
05.12.2018 08:00 - 05.12.2018 08:15,16641,16963
05.12.2018 08:15 - 05.12.2018 08:30,16868,17102
05.12.2018 08:30 - 05.12.2018 08:45,17155,17165
05.12.2018 08:45 - 05.12.2018 09:00,17281,17233
05.12.2018 09:00 - 05.12.2018 09:15,17366,17446
05.12.2018 09:15 - 05.12.2018 09:30,17402,17506
05.12.2018 09:30 - 05.12.2018 09:45,17385,17523
05.12.2018 09:45 - 05.12.2018 10:00,17323,17499
05.12.2018 10:00 - 05.12.2018 10:15,17257,17390
05.12.2018 10:15 - 05.12.2018 10:30,17195,17310
05.12.2018 10:30 - 05.12.2018 10:45,17259,17292
05.12.2018 10:45 - 05.12.2018 11:00,17293,17334
05.12.2018 11:00 - 05.12.2018 11:15,17258,17365
05.12.2018 11:15 - 05.12.2018 11:30,17256,17397
05.12.2018 11:30 - 05.12.2018 11:45,17234,17413
05.12.2018 11:45 - 05.12.2018 12:00,17239,17398
05.12.2018 12:00 - 05.12.2018 12:15,17188,17242
05.12.2018 12:15 - 05.12.2018 12:30,17081,17190
05.12.2018 12:30 - 05.12.2018 12:45,16996,17198
05.12.2018 12:45 - 05.12.2018 13:00,16993,17229
05.12.2018 13:00 - 05.12.2018 13:15,17061,17377
05.12.2018 13:15 - 05.12.2018 13:30,17137,17419
05.12.2018 13:30 - 05.12.2018 13:45,17202,17497
05.12.2018 13:45 - 05.12.2018 14:00,17223,17541
05.12.2018 14:00 - 05.12.2018 14:15,17158,17517
05.12.2018 14:15 - 05.12.2018 14:30,17111,17542
05.12.2018 14:30 - 05.12.2018 14:45,17148,17576
05.12.2018 14:45 - 05.12.2018 15:00,17183,17594
05.12.2018 15:00 - 05.12.2018 15:15,17253,17528
05.12.2018 15:15 - 05.12.2018 15:30,17357,17621
05.12.2018 15:30 - 05.12.2018 15:45,17358,17659
05.12.2018 15:45 - 05.12.2018 16:00,17347,17717
05.12.2018 16:00 - 05.12.2018 16:15,17591,17654
05.12.2018 16:15 - 05.12.2018 16:30,17587,17801
05.12.2018 16:30 - 05.12.2018 16:45,17768,18034
05.12.2018 16:45 - 05.12.2018 17:00,18062,18226
05.12.2018 17:00 - 05.12.2018 17:15,18263,18207
05.12.2018 17:15 - 05.12.2018 17:30,18357,18220
05.12.2018 17:30 - 05.12.2018 17:45,18354,18122
05.12.2018 17:45 - 05.12.2018 18:00,18236,17958
05.12.2018 18:00 - 05.12.2018 18:15,17781,17353
05.12.2018 18:15 - 05.12.2018 18:30,17266,17085
05.12.2018 18:30 - 05.12.2018 18:45,17017,16934
05.12.2018 18:45 - 05.12.2018 19:00,16877,16803
05.12.2018 19:00 - 05.12.2018 19:15,16716,16598
05.12.2018 19:15 - 05.12.2018 19:30,16506,16389
05.12.2018 19:30 - 05.12.2018 19:45,16321,16179
05.12.2018 19:45 - 05.12.2018 20:00,16179,16100
05.12.2018 20:00 - 05.12.2018 20:15,16024,15821
05.12.2018 20:15 - 05.12.2018 20:30,15907,15643
05.12.2018 20:30 - 05.12.2018 20:45,15696,15442
05.12.2018 20:45 - 05.12.2018 21:00,15496,15251
05.12.2018 21:00 - 05.12.2018 21:15,15283,15009
05.12.2018 21:15 - 05.12.2018 21:30,15046,14860
05.12.2018 21:30 - 05.12.2018 21:45,14779,14619
05.12.2018 21:45 - 05.12.2018 22:00,14492,14399
05.12.2018 22:00 - 05.12.2018 22:15,14193,13990
05.12.2018 22:15 - 05.12.2018 22:30,13890,13739
05.12.2018 22:30 - 05.12.2018 22:45,13583,13535
05.12.2018 22:45 - 05.12.2018 23:00,13273,13252
05.12.2018 23:00 - 05.12.2018 23:15,13050,13113
05.12.2018 23:15 - 05.12.2018 23:30,12844,12854
05.12.2018 23:30 - 05.12.2018 23:45,12551,12612
05.12.2018 23:45 - 06.12.2018 00:00,12246,12324
06.12.2018 00:00 - 06.12.2018 00:15,12064,12204
06.12.2018 00:15 - 06.12.2018 00:30,12042,12116
06.12.2018 00:30 - 06.12.2018 00:45,11946,11997
06.12.2018 00:45 - 06.12.2018 01:00,11818,11885
06.12.2018 01:00 - 06.12.2018 01:15,11707,11706
06.12.2018 01:15 - 06.12.2018 01:30,11633,11644
06.12.2018 01:30 - 06.12.2018 01:45,11538,11534
06.12.2018 01:45 - 06.12.2018 02:00,11453,11467
06.12.2018 02:00 - 06.12.2018 02:15,11376,11380
06.12.2018 02:15 - 06.12.2018 02:30,11303,11325
06.12.2018 02:30 - 06.12.2018 02:45,11257,11334
06.12.2018 02:45 - 06.12.2018 03:00,11235,11270
06.12.2018 03:00 - 06.12.2018 03:15,11216,11243
06.12.2018 03:15 - 06.12.2018 03:30,11211,11227
06.12.2018 03:30 - 06.12.2018 03:45,11189,11225
06.12.2018 03:45 - 06.12.2018 04:00,11172,11226
06.12.2018 04:00 - 06.12.2018 04:15,11186,11210
06.12.2018 04:15 - 06.12.2018 04:30,11229,11244
06.12.2018 04:30 - 06.12.2018 04:45,11294,11283
06.12.2018 04:45 - 06.12.2018 05:00,11383,11312
06.12.2018 05:00 - 06.12.2018 05:15,11535,11507
06.12.2018 05:15 - 06.12.2018 05:30,11730,11648
06.12.2018 05:30 - 06.12.2018 05:45,11975,11837
06.12.2018 05:45 - 06.12.2018 06:00,12269,12097
06.12.2018 06:00 - 06.12.2018 06:15,12698,12587
06.12.2018 06:15 - 06.12.2018 06:30,13212,13058
06.12.2018 06:30 - 06.12.2018 06:45,13708,13528
06.12.2018 06:45 - 06.12.2018 07:00,14232,14001
06.12.2018 07:00 - 06.12.2018 07:15,14920,14704
06.12.2018 07:15 - 06.12.2018 07:30,15683,15265
06.12.2018 07:30 - 06.12.2018 07:45,16347,15781
06.12.2018 07:45 - 06.12.2018 08:00,16716,16235
06.12.2018 08:00 - 06.12.2018 08:15,16989,16671
06.12.2018 08:15 - 06.12.2018 08:30,17171,16804
06.12.2018 08:30 - 06.12.2018 08:45,17398,16953
06.12.2018 08:45 - 06.12.2018 09:00,17570,17133
06.12.2018 09:00 - 06.12.2018 09:15,17687,17273
06.12.2018 09:15 - 06.12.2018 09:30,17766,17278
06.12.2018 09:30 - 06.12.2018 09:45,17764,17289
06.12.2018 09:45 - 06.12.2018 10:00,17750,17342
06.12.2018 10:00 - 06.12.2018 10:15,17712,17360
06.12.2018 10:15 - 06.12.2018 10:30,17551,17352
